target_col,feature_label,split_type,split_id,model_name,task_type,n,p,n_train,n_test,selected_hyperparameters,hyperparameter_tuning_enabled,hyperparameter_tuning_metric,eval_group,frontier_idx,segment_min,segment_max,segments_included,data_size_n,test_segment,test_spearman,test_pearson,test_r2,test_mae,test_rmse,train_spearman,train_pearson,train_r2,train_mae,train_rmse
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,ridge,regression,551,1281,441,110,"{""alpha"": 0.7459343285726545, ""max_iter"": 1000}",True,spearman,all_data,,,,,551,,0.4402,0.2957,0.0747,7.6976,9.4942,0.3893,0.4103,0.1677,7.0464,8.8226
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,mlp_pytorch,regression,551,1281,440,111,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 160, ""learning_rate"": 0.0036832964384234204, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,551,,0.3066,0.3208,0.0991,7.4095,9.0274,0.4089,0.394,0.1406,7.4655,9.0493
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,mlp_pytorch,regression,551,1281,441,110,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 160, ""learning_rate"": 0.0036832964384234204, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,551,,0.0418,0.0505,-0.013,6.8557,9.1908,-0.0497,-0.0632,-0.068,7.4749,10.1626
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,mlp_pytorch,regression,551,1281,441,110,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 160, ""learning_rate"": 0.0036832964384234204, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,551,,0.3034,0.2966,0.0824,7.9628,10.0026,0.4588,0.4165,0.1645,6.8167,8.6847
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,mlp_pytorch,regression,551,1281,441,110,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 160, ""learning_rate"": 0.0036832964384234204, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,551,,0.3344,0.2966,0.0826,7.1477,9.0208,0.4584,0.4429,0.1897,7.1275,8.8034
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,mlp_pytorch,regression,551,1281,441,110,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 160, ""learning_rate"": 0.0036832964384234204, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,551,,0.384,0.2622,0.0391,7.6369,9.6748,0.4062,0.4457,0.1926,6.7083,8.6898
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,ridge,regression,517,1319,413,104,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,517,,0.4687,0.4674,0.1514,6.0081,7.3711,0.4524,0.4048,0.1516,6.9073,8.4871
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,ridge,regression,517,1319,413,104,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,517,,0.4616,0.4138,0.1515,6.9263,8.4993,0.472,0.4164,0.1611,6.5844,8.2087
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,ridge,regression,517,1319,414,103,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,517,,0.3168,0.2556,0.0585,7.2754,8.8081,0.4668,0.4481,0.1864,6.3603,8.1089
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,ridge,regression,517,1319,414,103,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,517,,0.2506,0.2203,0.0245,6.946,8.7976,0.5092,0.4766,0.2093,6.3502,8.0412
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,ridge,regression,517,1319,414,103,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,517,,0.4845,0.3774,0.1284,6.9485,8.9508,0.4616,0.4247,0.1666,6.473,8.0888
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,mlp_pytorch,regression,517,1319,413,104,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 96, ""learning_rate"": 0.004123206532618728, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.4525,0.4899,0.2124,5.4809,7.101,0.4721,0.4412,0.1764,6.5183,8.3619
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,mlp_pytorch,regression,517,1319,413,104,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 96, ""learning_rate"": 0.004123206532618728, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.4804,0.4033,0.1467,6.3752,8.5231,0.596,0.6082,0.3666,5.3583,7.1327
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,mlp_pytorch,regression,517,1319,414,103,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 96, ""learning_rate"": 0.004123206532618728, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.3406,0.2898,0.0535,6.9634,8.8313,0.4569,0.4476,0.1843,6.0351,8.1193
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,mlp_pytorch,regression,517,1319,414,103,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 96, ""learning_rate"": 0.004123206532618728, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.2209,0.1865,0.0027,6.952,8.8955,0.5131,0.4825,0.2023,6.2734,8.0766
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,517,1319,414,103,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 96, ""learning_rate"": 0.004123206532618728, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.5125,0.4301,0.1734,6.5526,8.7166,0.5896,0.6358,0.3978,5.1508,6.8759
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,ridge,regression,557,1281,445,112,"{""alpha"": 4.41505152915973, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.4773,0.4812,0.2113,2.8436,4.5179,0.5009,0.4995,0.2384,2.8636,4.0466
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,ridge,regression,557,1281,445,112,"{""alpha"": 4.41505152915973, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.612,0.5231,0.2536,3.0711,4.1415,0.4422,0.4762,0.2175,2.8557,4.1717
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,ridge,regression,557,1281,446,111,"{""alpha"": 4.41505152915973, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.3973,0.3811,0.1329,2.7015,3.6083,0.5063,0.52,0.2581,2.9299,4.2401
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,ridge,regression,557,1281,446,111,"{""alpha"": 4.41505152915973, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.4321,0.4425,0.1776,3.1627,4.7587,0.512,0.4991,0.2385,2.8032,4.0017
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,ridge,regression,557,1281,446,111,"{""alpha"": 4.41505152915973, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.3414,0.4165,0.1703,2.8697,4.0839,0.5237,0.5074,0.2472,2.8817,4.1569
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,mlp_pytorch,regression,557,1281,445,112,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 112, ""learning_rate"": 0.0019041697078802772, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.4985,0.4826,0.2277,2.8415,4.4708,0.5114,0.5049,0.2532,2.8676,4.0073
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,mlp_pytorch,regression,557,1281,445,112,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 112, ""learning_rate"": 0.0019041697078802772, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.6033,0.5159,0.2421,3.1133,4.1734,0.4347,0.4596,0.2029,2.8851,4.2104
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,mlp_pytorch,regression,557,1281,446,111,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 112, ""learning_rate"": 0.0019041697078802772, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.3742,0.3596,0.0613,2.8735,3.7543,0.5156,0.5309,0.2817,3.0136,4.1719
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,mlp_pytorch,regression,557,1281,446,111,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 112, ""learning_rate"": 0.0019041697078802772, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.4222,0.4471,0.1952,3.2349,4.7074,0.5205,0.5112,0.2604,2.8562,3.9436
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,mlp_pytorch,regression,557,1281,446,111,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 112, ""learning_rate"": 0.0019041697078802772, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.3249,0.4063,0.1615,2.9622,4.1055,0.5196,0.509,0.2552,2.9167,4.1348
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,ridge,regression,510,1319,408,102,"{""alpha"": 0.5423185466354646, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.3937,0.4022,0.156,3.1905,4.6085,0.457,0.5178,0.2679,2.8394,3.8263
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,ridge,regression,510,1319,408,102,"{""alpha"": 0.5423185466354646, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.3636,0.4204,0.1719,3.2283,4.335,0.4641,0.5037,0.2535,2.8138,3.9229
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,ridge,regression,510,1319,408,102,"{""alpha"": 0.5423185466354646, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.433,0.4517,0.2026,2.8766,3.9889,0.4279,0.4962,0.2459,2.9073,4.0076
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,ridge,regression,510,1319,408,102,"{""alpha"": 0.5423185466354646, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.435,0.4907,0.1882,2.5566,3.3051,0.4351,0.4921,0.2419,3.003,4.1632
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,ridge,regression,510,1319,408,102,"{""alpha"": 0.5423185466354646, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.3993,0.5107,0.2396,2.9776,4.2242,0.4524,0.4865,0.2364,2.8678,3.9421
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 64, ""learning_rate"": 0.0049190422475325355, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.4344,0.4207,0.1644,3.1181,4.5853,0.4441,0.5022,0.2485,2.874,3.8766
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 64, ""learning_rate"": 0.0049190422475325355, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.3604,0.3863,0.1336,3.285,4.4341,0.4476,0.4826,0.2284,2.8644,3.9884
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 64, ""learning_rate"": 0.0049190422475325355, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.3922,0.4253,0.1806,2.901,4.0434,0.4184,0.4712,0.2192,2.9351,4.0781
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 64, ""learning_rate"": 0.0049190422475325355, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.3881,0.4478,0.1744,2.6011,3.3331,0.4093,0.4711,0.2121,3.0561,4.2445
tm1_nanodsf_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 8, ""device"": ""cpu"", ""hidden_size"": 64, ""learning_rate"": 0.0049190422475325355, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.4,0.5072,0.1806,3.1987,4.3851,0.4333,0.4704,0.1975,2.9553,4.0414
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,xgboost,regression,651,1281,520,131,"{""learning_rate"": 0.013133265065895124, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,651,,0.4447,0.9063,0.8175,3.1018,3.6746,0.7698,0.9409,0.8836,2.4876,2.9384
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,xgboost,regression,651,1281,521,130,"{""learning_rate"": 0.013133265065895124, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,651,,0.5284,0.8951,0.7936,2.9413,3.678,0.7574,0.9417,0.8849,2.5494,2.9632
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,xgboost,regression,651,1281,521,130,"{""learning_rate"": 0.013133265065895124, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,651,,0.5261,0.9105,0.8281,3.169,3.9194,0.7644,0.9326,0.868,2.5612,3.0448
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,xgboost,regression,651,1281,521,130,"{""learning_rate"": 0.013133265065895124, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,651,,0.536,0.8867,0.7807,3.1998,3.8354,0.7334,0.9439,0.8892,2.4663,2.9026
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,xgboost,regression,651,1281,521,130,"{""learning_rate"": 0.013133265065895124, ""max_depth"": 3, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,651,,0.5306,0.8849,0.7828,3.2542,3.9997,0.7576,0.94,0.8821,2.4562,2.9611
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,600,1319,480,120,"{""learning_rate"": 0.010575067874175616, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,600,,0.5255,0.9075,0.8219,3.4157,4.0696,0.7879,0.9443,0.8903,2.4041,2.8342
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,600,1319,480,120,"{""learning_rate"": 0.010575067874175616, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,600,,0.3272,0.8622,0.7394,3.6893,4.2231,0.8099,0.9521,0.905,2.243,2.747
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,600,1319,480,120,"{""learning_rate"": 0.010575067874175616, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,600,,0.4463,0.8816,0.7767,3.4118,4.2098,0.7983,0.9465,0.8945,2.4243,2.846
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,600,1319,480,120,"{""learning_rate"": 0.010575067874175616, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,600,,0.3524,0.8683,0.7513,3.5879,4.2862,0.8233,0.9529,0.9067,2.3167,2.7005
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,600,1319,480,120,"{""learning_rate"": 0.010575067874175616, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,600,,0.3265,0.8819,0.7775,3.5375,3.9754,0.7959,0.9488,0.8991,2.323,2.8205
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,xgboost,regression,431,1281,344,87,"{""learning_rate"": 0.013787764619353767, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,431,,0.0553,-0.0185,-1.4392,4.5206,11.9131,0.7338,0.9804,0.9462,1.6413,2.4442
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,xgboost,regression,431,1281,345,86,"{""learning_rate"": 0.013787764619353767, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,431,,0.1667,0.0783,-3.3584,4.1164,7.5352,0.6981,0.98,0.936,1.8474,2.7941
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,xgboost,regression,431,1281,345,86,"{""learning_rate"": 0.013787764619353767, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,431,,0.2411,0.3587,0.0558,5.2365,14.6571,0.7517,0.9657,0.9168,1.6805,2.384
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,xgboost,regression,431,1281,345,86,"{""learning_rate"": 0.013787764619353767, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,431,,0.0397,-0.0909,-4.8738,4.7693,9.7185,0.7004,0.9831,0.9536,1.5611,2.3737
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,xgboost,regression,431,1281,345,86,"{""learning_rate"": 0.013787764619353767, ""max_depth"": 4, ""n_estimators"": 400, ""random_state"": 42}",True,spearman,all_data,,,,,431,,0.2801,0.001,-0.3064,5.4426,15.4737,0.769,0.9716,0.9289,1.5578,2.3785
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,380,1319,304,76,"{""learning_rate"": 0.07741769646644252, ""max_depth"": 5, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,380,,0.0346,-0.0228,-0.1505,5.5758,14.9023,0.9992,1.0,1.0,0.0056,0.0463
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,380,1319,304,76,"{""learning_rate"": 0.07741769646644252, ""max_depth"": 5, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,380,,0.0459,-0.0815,-7.1619,4.4169,9.8836,0.9983,1.0,0.9999,0.0092,0.0889
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,380,1319,304,76,"{""learning_rate"": 0.07741769646644252, ""max_depth"": 5, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,380,,0.3376,-0.0064,-0.2373,5.5544,15.1087,0.9976,0.9999,0.9999,0.0148,0.1003
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,380,1319,304,76,"{""learning_rate"": 0.07741769646644252, ""max_depth"": 5, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,380,,0.0462,-0.0569,-0.0947,4.8965,12.5624,0.9984,1.0,0.9999,0.0092,0.0889
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,xgboost,regression,380,1319,304,76,"{""learning_rate"": 0.07741769646644252, ""max_depth"": 5, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,380,,0.0904,-0.0951,-0.2149,2.9664,5.2266,0.9975,1.0,0.9999,0.0147,0.1003
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,xgboost,regression,551,1281,440,111,"{""learning_rate"": 0.01784539187848172, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,551,,0.5232,0.6271,0.3872,5.474,7.4449,0.9327,0.9742,0.934,1.8111,2.5082
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,xgboost,regression,551,1281,441,110,"{""learning_rate"": 0.01784539187848172, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,551,,0.4345,0.5724,0.2886,5.6547,7.7018,0.9406,0.9695,0.926,1.8681,2.676
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,xgboost,regression,551,1281,441,110,"{""learning_rate"": 0.01784539187848172, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,551,,0.5319,0.6658,0.4371,5.63,7.8344,0.9447,0.9759,0.9441,1.4998,2.247
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,xgboost,regression,551,1281,441,110,"{""learning_rate"": 0.01784539187848172, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,551,,0.4346,0.5377,0.2625,5.8295,8.0883,0.9256,0.9688,0.9163,2.0776,2.8298
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,xgboost,regression,551,1281,441,110,"{""learning_rate"": 0.01784539187848172, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",True,spearman,all_data,,,,,551,,0.5714,0.5481,0.2776,6.2442,8.3889,0.9172,0.9729,0.9313,1.777,2.535
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,xgboost,regression,517,1319,413,104,"{""learning_rate"": 0.05001366660756854, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.451,0.5496,0.2406,4.9692,6.9729,0.9403,0.9742,0.9416,1.5576,2.2264
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,xgboost,regression,517,1319,413,104,"{""learning_rate"": 0.05001366660756854, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.5629,0.5601,0.2848,5.6123,7.8032,0.9363,0.9695,0.9333,1.5332,2.3146
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,xgboost,regression,517,1319,414,103,"{""learning_rate"": 0.05001366660756854, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4601,0.5287,0.2535,6.0259,7.843,0.937,0.976,0.9466,1.3454,2.0769
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,xgboost,regression,517,1319,414,103,"{""learning_rate"": 0.05001366660756854, ""max_depth"": 3, ""n_estimators"": 600, ""random_state"": 42}",True,spearman,all_data,,,,,517,,0.4205,0.4025,0.0431,6.0386,8.7131,0.9491,0.976,0.9468,1.399,2.0849
