target_col,feature_label,split_type,split_id,model_name,task_type,n,p,n_train,n_test,selected_hyperparameters,hyperparameter_tuning_enabled,hyperparameter_tuning_metric,eval_group,frontier_idx,segment_min,segment_max,segments_included,data_size_n,test_segment,test_spearman,test_pearson,test_r2,test_mae,test_rmse,train_spearman,train_pearson,train_r2,train_mae,train_rmse
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,517,1319,414,103,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 160, ""learning_rate"": 0.00019485671251272575, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,517,,0.5187,0.4254,0.1803,6.7601,8.6799,0.5098,0.5131,0.2538,6.0712,7.6538
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,0,ridge,regression,557,1281,445,112,"{""alpha"": 0.3274322312664325, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.3807,0.3893,0.1343,3.1922,4.7333,0.67,0.702,0.473,2.4788,3.3662
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,1,ridge,regression,557,1281,445,112,"{""alpha"": 0.3274322312664325, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.5554,0.4894,0.2261,3.2181,4.2172,0.6099,0.6715,0.4336,2.5012,3.5493
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,2,ridge,regression,557,1281,446,111,"{""alpha"": 0.3274322312664325, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.4662,0.4254,0.1439,2.7379,3.5854,0.6279,0.6713,0.4377,2.6407,3.6912
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,3,ridge,regression,557,1281,446,111,"{""alpha"": 0.3274322312664325, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.4413,0.4778,0.2258,3.2123,4.6169,0.657,0.6711,0.4363,2.464,3.4429
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,4,ridge,regression,557,1281,446,111,"{""alpha"": 0.3274322312664325, ""max_iter"": 1000}",True,spearman,all_data,,,,,557,,0.3393,0.41,0.1207,3.1102,4.2042,0.6681,0.6898,0.4593,2.5357,3.5231
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,0,mlp_pytorch,regression,557,1281,445,112,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.004824911273717913, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.4511,0.4531,0.2034,2.9338,4.5405,0.5635,0.5717,0.3246,2.7566,3.8109
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,1,mlp_pytorch,regression,557,1281,445,112,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.004824911273717913, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.5908,0.5122,0.2513,3.0906,4.148,0.4397,0.4442,0.1823,2.993,4.2644
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,2,mlp_pytorch,regression,557,1281,446,111,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.004824911273717913, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.4291,0.4108,0.1104,2.8547,3.6549,0.4546,0.417,0.1626,3.168,4.5045
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,3,mlp_pytorch,regression,557,1281,446,111,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.004824911273717913, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.4434,0.4416,0.1625,3.2259,4.8021,0.5269,0.5133,0.2478,2.8229,3.9772
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll,random,4,mlp_pytorch,regression,557,1281,446,111,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.004824911273717913, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,557,,0.3532,0.4283,0.1798,2.8941,4.0605,0.5473,0.5429,0.2854,2.8607,4.0502
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,0,ridge,regression,510,1319,408,102,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.3938,0.4397,0.1841,3.2967,4.531,0.6054,0.6926,0.4675,2.4829,3.2632
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,1,ridge,regression,510,1319,408,102,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.3657,0.4357,0.1678,3.2886,4.3457,0.6224,0.6886,0.463,2.4643,3.3272
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,2,ridge,regression,510,1319,408,102,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.4777,0.4979,0.2271,2.9765,3.9269,0.5826,0.6738,0.4434,2.5909,3.4432
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,3,ridge,regression,510,1319,408,102,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.3762,0.3975,0.0072,2.8691,3.6551,0.6008,0.6952,0.4716,2.5915,3.476
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,4,ridge,regression,510,1319,408,102,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,510,,0.4001,0.5076,0.2472,3.0476,4.2029,0.6216,0.6864,0.457,2.5088,3.3242
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,0,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0006370432544336975, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.429,0.3978,0.1339,3.2927,4.6683,0.4909,0.5643,0.3124,2.7919,3.7082
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,1,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0006370432544336975, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.3555,0.3069,0.0635,3.2891,4.61,0.4511,0.4865,0.2157,2.9086,4.021
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,2,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0006370432544336975, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.4459,0.5123,0.2623,2.8064,3.8364,0.443,0.4771,0.2263,2.9138,4.0594
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,3,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0006370432544336975, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.4072,0.467,0.2165,2.4488,3.2469,0.3446,0.3565,0.1152,3.1489,4.4977
tm1_nanodsf_avg,vh_esm2_seq_embeddings_cdrh_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,510,1319,408,102,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 256, ""learning_rate"": 0.0006370432544336975, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,510,,0.4251,0.5176,0.1948,3.1541,4.3467,0.4371,0.4471,0.1835,2.8935,4.0765
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,ridge,regression,651,1281,520,131,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,651,,0.412,0.8413,0.6681,4.0487,4.9556,0.5931,0.8659,0.7219,3.7504,4.5418
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,ridge,regression,651,1281,521,130,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,651,,0.5344,0.8396,0.7011,3.5129,4.4261,0.5818,0.8727,0.7295,3.7493,4.5436
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,ridge,regression,651,1281,521,130,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,651,,0.626,0.8873,0.737,4.1073,4.8475,0.569,0.855,0.6992,3.7504,4.5959
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,ridge,regression,651,1281,521,130,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,651,,0.6162,0.8651,0.7146,3.5979,4.3753,0.548,0.8639,0.717,3.8111,4.6384
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,ridge,regression,651,1281,521,130,"{""alpha"": 8.000170008643197, ""max_iter"": 1000}",True,spearman,all_data,,,,,651,,0.5747,0.8581,0.7048,3.8711,4.6632,0.5664,0.8665,0.7209,3.7348,4.5556
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,mlp_pytorch,regression,651,1281,520,131,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 176, ""learning_rate"": 0.0013526435076148277, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,651,,0.4969,0.9054,0.8185,2.8754,3.6646,0.6543,0.9173,0.8411,2.7601,3.4333
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,mlp_pytorch,regression,651,1281,521,130,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 176, ""learning_rate"": 0.0013526435076148277, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,651,,0.6124,0.8886,0.776,2.8899,3.8319,0.6599,0.9246,0.8534,2.7209,3.3445
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,mlp_pytorch,regression,651,1281,521,130,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 176, ""learning_rate"": 0.0013526435076148277, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,651,,0.634,0.9292,0.8634,2.9368,3.4933,0.6698,0.9189,0.844,2.6517,3.31
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,mlp_pytorch,regression,651,1281,521,130,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 176, ""learning_rate"": 0.0013526435076148277, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,651,,0.6349,0.9107,0.8201,2.8725,3.4739,0.6577,0.9246,0.8549,2.6598,3.3215
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,mlp_pytorch,regression,651,1281,521,130,"{""batch_size"": 64, ""device"": ""cpu"", ""hidden_size"": 176, ""learning_rate"": 0.0013526435076148277, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,651,,0.6214,0.906,0.8181,2.9393,3.6608,0.6241,0.9124,0.8305,2.7852,3.55
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,ridge,regression,600,1319,480,120,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,600,,0.6481,0.8998,0.8074,3.4499,4.2315,0.5539,0.8658,0.7496,3.439,4.2826
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,ridge,regression,600,1319,480,120,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,600,,0.5138,0.8527,0.7247,3.5991,4.3405,0.5961,0.879,0.7725,3.3339,4.2503
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,ridge,regression,600,1319,480,120,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,600,,0.5797,0.8837,0.779,3.3546,4.1877,0.5885,0.871,0.7586,3.4568,4.3048
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,ridge,regression,600,1319,480,120,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,600,,0.5194,0.8375,0.6971,3.4466,4.7302,0.6025,0.8847,0.7826,3.3668,4.1213
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,ridge,regression,600,1319,480,120,"{""alpha"": 0.5701256861337152, ""max_iter"": 1000}",True,spearman,all_data,,,,,600,,0.5161,0.8443,0.7101,3.6547,4.5373,0.5953,0.8827,0.7791,3.3006,4.1732
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,mlp_pytorch,regression,600,1319,480,120,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 208, ""learning_rate"": 0.0012130951760085812, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,600,,0.6707,0.9266,0.8582,2.9468,3.6311,0.6775,0.9238,0.8526,2.7678,3.2853
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,mlp_pytorch,regression,600,1319,480,120,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 208, ""learning_rate"": 0.0012130951760085812, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,600,,0.4793,0.8839,0.7755,3.244,3.919,0.6528,0.9223,0.8423,2.7774,3.5383
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,mlp_pytorch,regression,600,1319,480,120,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 208, ""learning_rate"": 0.0012130951760085812, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,600,,0.5631,0.923,0.8484,2.8152,3.4688,0.69,0.9216,0.8464,2.8316,3.4332
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,mlp_pytorch,regression,600,1319,480,120,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 208, ""learning_rate"": 0.0012130951760085812, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,600,,0.5397,0.8893,0.7859,2.9452,3.977,0.6606,0.9242,0.8507,2.8064,3.4156
hic_rt_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,600,1319,480,120,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 208, ""learning_rate"": 0.0012130951760085812, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,600,,0.5296,0.8972,0.8047,3.2522,3.7243,0.6727,0.9275,0.8602,2.7463,3.3203
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,ridge,regression,431,1281,344,87,"{""alpha"": 45.70563099801449, ""max_iter"": 1000}",True,spearman,all_data,,,,,431,,0.1003,0.0789,-0.004,3.5801,7.6429,0.2531,0.231,0.0332,4.0866,10.3656
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,ridge,regression,431,1281,345,86,"{""alpha"": 45.70563099801449, ""max_iter"": 1000}",True,spearman,all_data,,,,,431,,0.2648,0.2143,-0.1151,3.1745,3.8114,0.1949,0.2261,0.0306,4.2847,10.8703
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,ridge,regression,431,1281,345,86,"{""alpha"": 45.70563099801449, ""max_iter"": 1000}",True,spearman,all_data,,,,,431,,0.0798,0.1164,-0.003,4.8654,15.1062,0.2659,0.1907,0.0269,3.4673,8.1515
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,ridge,regression,431,1281,345,86,"{""alpha"": 45.70563099801449, ""max_iter"": 1000}",True,spearman,all_data,,,,,431,,-0.0322,0.0287,-0.0826,3.3016,4.1723,0.2569,0.2384,0.0352,4.1686,10.8269
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,ridge,regression,431,1281,345,86,"{""alpha"": 45.70563099801449, ""max_iter"": 1000}",True,spearman,all_data,,,,,431,,0.3995,0.1903,0.0075,4.8141,13.4871,0.222,0.2293,0.029,3.4887,8.7919
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,mlp_pytorch,regression,431,1281,344,87,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 192, ""learning_rate"": 0.004757104117849259, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,431,,0.0552,0.0781,-0.0556,3.7297,7.8371,0.2971,0.278,0.0756,4.1307,10.1359
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,mlp_pytorch,regression,431,1281,345,86,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 192, ""learning_rate"": 0.004757104117849259, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,431,,0.0949,0.0392,-0.6954,3.7879,4.6997,0.2283,0.2912,0.0798,4.5289,10.5912
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,mlp_pytorch,regression,431,1281,345,86,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 192, ""learning_rate"": 0.004757104117849259, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,431,,0.0525,0.1631,-0.0005,7.3229,15.0873,0.252,0.1706,-0.1671,5.9119,8.9272
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,mlp_pytorch,regression,431,1281,345,86,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 192, ""learning_rate"": 0.004757104117849259, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,431,,-0.0543,-0.0757,-0.9323,4.3497,5.5741,0.3073,0.3167,0.1003,4.5283,10.455
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,4,mlp_pytorch,regression,431,1281,345,86,"{""batch_size"": 32, ""device"": ""cpu"", ""hidden_size"": 192, ""learning_rate"": 0.004757104117849259, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,431,,0.3826,0.2328,0.0057,4.7722,13.4996,0.1839,0.2797,0.0599,3.5079,8.6507
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,ridge,regression,380,1319,304,76,"{""alpha"": 0.0195172246414495, ""max_iter"": 1000}",True,spearman,all_data,,,,,380,,0.0335,-0.0064,-0.0725,5.6419,14.3888,0.1619,0.3835,0.1471,4.4661,8.8664
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,ridge,regression,380,1319,304,76,"{""alpha"": 0.0195172246414495, ""max_iter"": 1000}",True,spearman,all_data,,,,,380,,0.1356,0.052,-1.6361,4.5479,5.617,0.1686,0.3533,0.1248,5.3458,10.9457
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,ridge,regression,380,1319,304,76,"{""alpha"": 0.0195172246414495, ""max_iter"": 1000}",True,spearman,all_data,,,,,380,,0.0513,0.1876,0.0194,5.3492,13.4504,0.1637,0.3152,0.0993,4.252,9.1979
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,ridge,regression,380,1319,304,76,"{""alpha"": 0.0195172246414495, ""max_iter"": 1000}",True,spearman,all_data,,,,,380,,-0.0387,0.09,-0.0146,5.4869,12.0944,0.1618,0.3024,0.0914,4.3907,9.7292
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,ridge,regression,380,1319,304,76,"{""alpha"": 0.0195172246414495, ""max_iter"": 1000}",True,spearman,all_data,,,,,380,,0.093,0.1564,-0.5211,4.3126,5.8484,0.1751,0.3417,0.1168,5.2568,10.8968
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,0,mlp_pytorch,regression,380,1319,304,76,"{""batch_size"": 16, ""device"": ""cpu"", ""hidden_size"": 16, ""learning_rate"": 0.0035067764992972182, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,380,,0.1633,0.0226,-0.0361,5.2042,14.1425,0.1803,0.3102,0.0955,4.2124,9.1305
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,1,mlp_pytorch,regression,380,1319,304,76,"{""batch_size"": 16, ""device"": ""cpu"", ""hidden_size"": 16, ""learning_rate"": 0.0035067764992972182, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,380,,0.1567,0.1177,-0.6103,3.7442,4.3901,0.1958,0.2187,0.0468,4.9115,11.4229
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,2,mlp_pytorch,regression,380,1319,304,76,"{""batch_size"": 16, ""device"": ""cpu"", ""hidden_size"": 16, ""learning_rate"": 0.0035067764992972182, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,380,,0.0684,0.1134,-0.0027,5.127,13.6008,0.1075,0.2447,0.0598,4.2639,9.3973
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,3,mlp_pytorch,regression,380,1319,304,76,"{""batch_size"": 16, ""device"": ""cpu"", ""hidden_size"": 16, ""learning_rate"": 0.0035067764992972182, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,380,,0.0845,0.0607,-0.0217,5.208,12.1367,0.0951,0.2322,0.0538,4.1778,9.9285
sec_%monomer_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll_georgiev_mean_pooled,random,4,mlp_pytorch,regression,380,1319,304,76,"{""batch_size"": 16, ""device"": ""cpu"", ""hidden_size"": 16, ""learning_rate"": 0.0035067764992972182, ""max_epochs"": 400, ""min_delta"": 1e-05, ""n_layers"": 2, ""patience"": 15, ""random_state"": 42, ""validation_split"": 0.2}",True,spearman,all_data,,,,,380,,0.0387,-0.0153,-0.6697,4.1174,6.1274,0.1151,0.1014,-0.0734,5.28,12.0128
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,0,ridge,regression,551,1281,440,111,"{""alpha"": 0.7459343285726545, ""max_iter"": 1000}",True,spearman,all_data,,,,,551,,0.3648,0.3665,0.1336,6.9356,8.8527,0.4351,0.4015,0.1604,7.1287,8.9446
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,1,ridge,regression,551,1281,441,110,"{""alpha"": 0.7459343285726545, ""max_iter"": 1000}",True,spearman,all_data,,,,,551,,0.3397,0.3275,0.0875,7.1822,8.723,0.4442,0.4098,0.1672,7.1478,8.9742
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,2,ridge,regression,551,1281,441,110,"{""alpha"": 0.7459343285726545, ""max_iter"": 1000}",True,spearman,all_data,,,,,551,,0.3039,0.3366,0.1094,7.995,9.8547,0.452,0.4089,0.1662,6.8531,8.6761
acsins_dLmax_ph7.4_avg,vh_esm2_seq_embeddings_svd20_cdrh_esm2_pll,random,3,ridge,regression,551,1281,441,110,"{""alpha"": 0.7459343285726545, ""max_iter"": 1000}",True,spearman,all_data,,,,,551,,0.278,0.2437,0.0307,7.1924,9.2726,0.4381,0.4325,0.1862,7.0471,8.8222
